NOMBRE_TUI;CATEGORIA_TUI;DIRECCION_TUI;LATITUD_TUI;LONGITUD_TUI;DESCRIPCION_TUI;WEBSITE;TELEFONO;HORARIO;Categoria_1;Categoria_2;Categoria_3
Madrid Toledo;restaurante;,  28023 Madrid, Spain;4046367;-374922;;;;;;;
Playa de las ingles;restaurante;,  28023 Madrid, Spain;4046367;-374922;;;;;;;
Noir Mahal Indian restaurant;restaurante;,  28023 Belamenda, Spain;4046367;-374922;;;;;;;
Gema ono;restaurante;,  28023 Madrid, Spain;4046471;-374901;;;;;;;
Restaurante La Fuente del Rey;restaurante;Carretera de Castilla, Km 5 28023 Madrid, Spain;4045667;-376765;;https://www.lafuentedelreyrestaurante.es/;917 40 26 27;Monday: Closed | Tuesday: 8:30?AM?–?12:00?AM | Wednesday: 8:30?AM?–?12:00?AM | Thursday: 8:30?AM?–?12:00?AM | Friday: 8:30?AM?–?12:00?AM | Saturday: 8:30?AM?–?12:00?AM | Sunday: 9:00?AM?–?7:00?PM;;;
La Cantina del Hipódromo;restaurante;Avenida Padre Huidobro, S/N 28023 Madrid, Spain;4046413;-375747;;https://www.lacantinadehz.com/;918 67 50 36;Monday: 8:00?AM?–?8:00?PM | Tuesday: 8:00?AM?–?8:00?PM | Wednesday: 8:00?AM?–?8:00?PM | Thursday: 8:00?AM?–?2:00?AM | Friday: 8:00?AM?–?2:00?AM | Saturday: 8:00?AM?–?2:00?AM | Sunday: 2:00?–?8:00?PM;;;
Restaurante patolin;restaurante;Calle Garza, 14 28023 Madrid, Spain;4044973;-377135;;;;;;;
Bar de Aurora;restaurante;,  28023 Madrid, Spain;4045024;-377256;;;;Monday: 9:00?AM?–?10:00?PM | Tuesday: 9:00?AM?–?10:00?PM | Wednesday: 9:00?AM?–?10:00?PM | Thursday: 9:00?AM?–?10:00?PM | Friday: 9:00?AM?–?10:00?PM | Saturday: 11:00?AM?–?5:00?PM | Sunday: 11:00?AM?–?5:00?PM;;;
CARLOSARROCES Aravaca;restaurante;,  28023 Madrid, Spain;4045006;-377280;;https://carlosarroces.com/;900 699 677;Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: 1:00?–?3:30?PM | Sunday: 1:00?–?3:30?PM;;;
MEXITA: Food truck & catering;restaurante;Avenida Padre Huidobro, s/n 28023 Madrid, Spain;4046685;-375638;;https://instagram.com/mexita_taco_bar?igshid=OGQ2MjdiOTE=;658 18 37 07;Monday: Closed | Tuesday: Closed | Wednesday: 6:00?PM?–?12:00?AM | Thursday: 6:00?PM?–?12:00?AM | Friday: 6:00?PM?–?12:00?AM | Saturday: 6:00?PM?–?12:00?AM | Sunday: 6:00?PM?–?12:00?AM;;;
Galco - Comida colombiana y Gallega;restaurante;Calle del Seis de Diciembre, 24 28023 Madrid, Spain;4044992;-377316;;;602 54 98 39;;;;
Chiringuito Ciemat;restaurante;Avenida Complutense, 42I 28040 Madrid, Spain;4045680;-372494;;;;;;;
Dehesa parque;restaurante;Carretera de la Dehesa de la Villa, 3 28040 Madrid, Spain;4045440;-372400;;;;;;;
Restaurante El Trasgu;restaurante;Avenida de Valladolid, 83 28008 Madrid, Spain;4043311;-373442;;;915 95 70 54;Monday: 7:30?AM?–?10:30?PM | Tuesday: 7:30?AM?–?10:30?PM | Wednesday: 7:30?AM?–?10:30?PM | Thursday: 7:30?AM?–?10:30?PM | Friday: 7:30?AM?–?10:30?PM | Saturday: 7:30?AM?–?10:30?PM | Sunday: 7:30?AM?–?10:30?PM;;;
Playa de Madrid 1932;restaurante;Carretera el Pardo a la Playa,  28035 Madrid, Spain;4047073;-375230;;;;;;;
El Rincón de Vespok - Puerta de Hierro;restaurante;Calle de la Isla de Oza, 16 28035 Madrid, Spain;4046490;-372824;;http://www.elrincondevespok.com/;910 88 01 93;Monday: 11:30?AM?–?1:00?AM | Tuesday: 11:30?AM?–?1:00?AM | Wednesday: 11:30?AM?–?1:00?AM | Thursday: 11:30?AM?–?1:00?AM | Friday: 11:30?AM?–?1:00?AM | Saturday: 11:30?AM?–?1:00?AM | Sunday: 11:30?AM?–?12:00?AM;;;
Telepizza Aravaca - Comida a Domicilio;restaurante;Avenida del Talgo, 204 28023 Madrid, Spain;4044822;-378464;;https://www.telepizza.es/;913 07 01 83;Monday: 1:00?–?4:00?PM, 7:00?PM?–?12:00?AM | Tuesday: 1:00?–?4:00?PM, 7:00?PM?–?12:00?AM | Wednesday: 1:00?–?4:00?PM, 7:00?PM?–?12:00?AM | Thursday: 1:00?–?4:00?PM, 7:00?PM?–?12:00?AM | Friday: 1:00?–?4:00?PM, 7:00?PM?–?12:30?AM | Saturday: 1:00?–?4:00?PM, 7:00?PM?–?12:30?AM | Sunday: 1:00?–?4:00?PM, 7:00?PM?–?12:00?AM;;;
Asador Molinero;restaurante;Avenida de Europa, 28 28224 Pozuelo de Alarcón, Spain;4044350;-378415;;http://www.restaurantemolinero.es/;913 51 37 42;Monday: Closed | Tuesday: 11:00?AM?–?12:00?AM | Wednesday: 11:00?AM?–?12:00?AM | Thursday: 11:00?AM?–?12:00?AM | Friday: 11:00?AM?–?12:00?AM | Saturday: 11:00?AM?–?12:00?AM | Sunday: 11:00?AM?–?5:00?PM;;;
Rodilla;restaurante;Calle del Profesor Martín Lagos, s/n 28040 Madrid, Spain;4044157;-372057;;https://www.rodilla.es/?utm_campaign=local&utm_medium=organic&utm_source=G;661 53 08 93;Monday: 7:30?AM?–?8:00?PM | Tuesday: 7:30?AM?–?8:00?PM | Wednesday: 7:30?AM?–?8:00?PM | Thursday: 7:30?AM?–?8:00?PM | Friday: 7:30?AM?–?8:00?PM | Saturday: 7:30?AM?–?8:00?PM | Sunday: 7:30?AM?–?8:00?PM;;;
Restaurante El Ancla II - El Mirador de Narcea;restaurante;Calle de Francos Rodríguez, 81 28039 Madrid, Spain;4045917;-371806;;https://restauranteelmiradordenarcea.com/;918 66 97 68;Monday: Closed | Tuesday: 10:00?AM?–?12:00?AM | Wednesday: 10:00?AM?–?12:00?AM | Thursday: 10:00?AM?–?12:00?AM | Friday: 10:00?AM?–?12:00?AM | Saturday: 10:00?AM?–?12:00?AM | Sunday: 10:00?AM?–?12:00?AM;;;
JOJO'S BURGER;restaurante;Calle de la Isla de Oza, 41 28035 Madrid, Spain;4046461;-372389;;https://jojos-burger.com/home;651 16 52 81;Monday: Closed | Tuesday: 7:30?–?11:30?PM | Wednesday: 7:30?–?11:30?PM | Thursday: 7:30?–?11:30?PM | Friday: 1:00?–?4:30?PM, 8:00?PM?–?12:30?AM | Saturday: 1:00?–?4:30?PM, 8:00?PM?–?12:30?AM | Sunday: 1:00?–?4:30?PM, 7:30?–?11:30?PM;;;
Nacho's Pizza;restaurante;Calle de la Isla de Oza, 41 28035 Madrid, Spain;4046461;-372389;;https://nachospizza.eatbu.com/;910 26 98 70;Monday: Closed | Tuesday: 8:00?PM?–?12:00?AM | Wednesday: 8:00?PM?–?12:00?AM | Thursday: 8:00?PM?–?12:00?AM | Friday: 8:00?PM?–?2:00?AM | Saturday: 8:00?PM?–?2:00?AM | Sunday: 8:00?PM?–?12:00?AM;;;
Itazura Sushi;restaurante;Calle de la Isla de Oza, 41 28035 Madrid, Spain;4046461;-372389;;https://itazurasushi.es/;910 94 48 50;;;;
OSA;restaurante;Calle de la Ribera del Manzanares, 123 28008 Madrid, Spain;4042884;-373282;;https://osarestaurante.com/;670 83 55 07;Monday: 8:30?–?9:15?PM | Tuesday: 1:30?–?2:15?PM, 8:30?–?9:15?PM | Wednesday: 1:30?–?2:15?PM, 8:30?–?9:15?PM | Thursday: 1:30?–?2:15?PM, 8:30?–?9:15?PM | Friday: 1:30?–?2:15?PM, 8:30?–?9:15?PM | Saturday: Closed | Sunday: Closed;;;
330 Grados Pizza;restaurante;Calle Berenisa, 23 28023 Madrid, Spain;4045801;-378122;;http://330gradospizza.es/;919 28 20 86;Monday: Closed | Tuesday: 7:45?–?10:30?PM | Wednesday: 7:45?–?10:30?PM | Thursday: 7:45?–?10:30?PM | Friday: 7:45?–?11:00?PM | Saturday: 1:30?–?3:30?PM, 7:45?–?11:00?PM | Sunday: 1:30?–?3:30?PM, 7:45?–?10:30?PM;;;
El Momento Gastro Bar;restaurante;Paseo de Juan XXIII, 22 28040 Madrid, Spain;4044762;-371718;;https://www.privateaser.es/local/44943-el-momento-gastrobar;910 63 71 21;Monday: 7:30?AM?–?12:00?AM | Tuesday: 7:30?AM?–?12:00?AM | Wednesday: 7:30?AM?–?12:00?AM | Thursday: 7:30?AM?–?12:00?AM | Friday: 7:30?AM?–?12:30?AM | Saturday: 11:30?AM?–?1:00?AM | Sunday: Closed;;;
Karoli Sushi Aravaka;restaurante;Avenida de la Osa Mayor, 43 28023 Madrid, Spain;4045913;-378071;;https://www.karolisushiaravaka.com/;640 69 25 01;Monday: Closed | Tuesday: 1:00?–?3:00?PM, 7:00?–?11:00?PM | Wednesday: 1:00?–?3:00?PM, 7:00?–?11:00?PM | Thursday: 1:00?–?3:00?PM, 7:00?–?11:00?PM | Friday: 1:00?–?3:00?PM, 7:00?–?11:00?PM | Saturday: 1:00?–?3:00?PM, 7:00?–?11:00?PM | Sunday: Closed;;;
Bazar Chen;restaurante;Avenida de la Osa Mayor, 54 28023 Madrid, Spain;4045919;-378205;;;916 21 62 53;Monday: 10:00?AM?–?2:30?PM, 5:00?–?9:00?PM | Tuesday: 10:00?AM?–?2:30?PM, 5:00?–?9:00?PM | Wednesday: 10:00?AM?–?2:30?PM, 5:00?–?9:00?PM | Thursday: 10:00?AM?–?2:30?PM, 5:00?–?9:00?PM | Friday: 10:00?AM?–?2:30?PM, 5:00?–?9:00?PM | Saturday: 10:00?AM?–?2:30?PM, 5:00?–?9:00?PM | Sunday: 10:00?AM?–?2:30?PM, 5:00?–?8:30?PM;;;
Cafeteria hospital Santa Elena;restaurante;Calle de la Granja, 10 28003 Madrid, Spain;4044597;-371710;;;;Monday: 8:00?AM?–?10:00?PM | Tuesday: 8:00?AM?–?10:00?PM | Wednesday: 8:00?AM?–?10:00?PM | Thursday: 8:00?AM?–?10:00?PM | Friday: 8:00?AM?–?9:00?PM | Saturday: 8:00?AM?–?9:00?PM | Sunday: 8:00?AM?–?5:00?PM;;;
mdburgers;restaurante;Avenida de la Osa Mayor, 46 28023 Madrid, Spain;4045935;-378118;;https://mdburgers.es/;619 87 89 46;;;;
Café de La Paloma;restaurante;Calle de Francos Rodríguez, 79 28039 Madrid, Spain;4045859;-371640;;https://cafedelapaloma.grupocasaremigio.com/;657 15 68 00;Monday: 10:00?AM?–?12:00?AM | Tuesday: 10:00?AM?–?12:00?AM | Wednesday: 10:00?AM?–?12:00?AM | Thursday: 10:00?AM?–?12:00?AM | Friday: 10:00?AM?–?1:00?AM | Saturday: 10:00?AM?–?1:00?AM | Sunday: 10:00?AM?–?12:00?AM;;;
Restaurante El Ventanal;restaurante;Calle de Arroyofresno, 17 28035 Madrid, Spain;4047509;-374280;;http://www.restauranteelventanal.com/?td=l00rl00&id_referer=GMB&utm_source=google&utm_medium=gmb&utm_campaign=googlemb;917 36 52 73;Monday: 8:00?–?11:00?PM | Tuesday: 8:00?–?11:00?PM | Wednesday: 8:00?–?11:00?PM | Thursday: 8:00?–?11:00?PM | Friday: 8:00?–?11:00?PM | Saturday: 8:00?–?11:00?PM | Sunday: 8:00?–?11:00?PM;;;
La Mansión del Chowfan;restaurante;Calle del Arquitecto Sánchez Arcas, 5 28040 Madrid, Spain;4045365;-371623;;https://linktr.ee/lamansiondelchowfan;603 46 36 58;Monday: 1:00?–?11:00?PM | Tuesday: 1:00?–?11:00?PM | Wednesday: 1:00?–?11:00?PM | Thursday: Closed | Friday: 1:00?–?11:00?PM | Saturday: 1:00?–?11:00?PM | Sunday: 1:00?–?11:00?PM;;;
Centro Comercial Rosa Luxemburgo;centro_comercial;Calle de Rosa Luxemburgo, s/n 28023 Madrid, Spain;4045014;-377295;;;913 07 01 34;Monday: 9:00?AM?–?10:00?PM | Tuesday: 9:00?AM?–?10:00?PM | Wednesday: 9:00?AM?–?10:00?PM | Thursday: 9:00?AM?–?10:00?PM | Friday: 9:00?AM?–?10:00?PM | Saturday: 11:00?AM?–?11:00?PM | Sunday: 12:00?–?9:00?PM;;;
SolShop;centro_comercial;Avenida de Europa,  28023 Pozuelo de Alarcón, Spain;4044553;-378303;;;633 56 18 40;;;;
Centro Comercial La Almendra;centro_comercial;Calle de Artesa de Segre,  28035 Madrid, Spain;4046997;-372776;;;;Monday: 9:00?AM?–?9:00?PM | Tuesday: 9:00?AM?–?9:00?PM | Wednesday: 9:00?AM?–?9:00?PM | Thursday: 9:00?AM?–?9:00?PM | Friday: 9:00?AM?–?9:00?PM | Saturday: 9:00?AM?–?9:00?PM | Sunday: Closed;;;
ART 10 Gallery;galerias_de_arte;Calle de Artesa de Segre, 14 28035 Madrid, Spain;4046866;-372948;;;912 62 28 61;Monday: Open 24 hours | Tuesday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Wednesday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Thursday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Friday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Galería Lopez Torres;galerias_de_arte;Calle de Alfonso Fernández Clausells,  28035 Madrid, Spain;4046284;-372440;;https://galerialopeztorres.com/;646 31 43 53;Monday: 10:00?AM?–?7:00?PM | Tuesday: 10:00?AM?–?7:00?PM | Wednesday: 10:00?AM?–?7:00?PM | Thursday: 10:00?AM?–?7:00?PM | Friday: 10:00?AM?–?7:00?PM | Saturday: Closed | Sunday: Closed;;;
Biblioteca Campus Norte Uned;bibliotecas;Calle de Juan del Rosal, 14 28040 Madrid, Spain;4045128;-373756;;https://www.uned.es/universidad/biblioteca/;913 98 82 35;Monday: 9:00?AM?–?7:00?PM | Tuesday: 9:00?AM?–?7:00?PM | Wednesday: 9:00?AM?–?7:00?PM | Thursday: Closed | Friday: 9:00?AM?–?7:00?PM | Saturday: Closed | Sunday: Closed;;;
Biblioteca María Zambrano - Universidad Complutense de Madrid;bibliotecas;Calle del Profesor Aranguren, s/n 28040 Madrid, Spain;4044924;-373328;;https://biblioteca.ucm.es/mariazambrano;913 94 78 62;Monday: 9:00?AM?–?9:00?PM | Tuesday: 9:00?AM?–?9:00?PM | Wednesday: 9:00?AM?–?9:00?PM | Thursday: 9:00?AM?–?9:00?PM | Friday: 9:00?AM?–?9:00?PM | Saturday: Closed | Sunday: Closed;;;
Library of the Faculty of Informatics;bibliotecas;Calle del Profesor José García Santesmases, 9 28040 Madrid, Spain;4045281;-373350;;http://biblioteca.ucm.es/fdi;913 94 75 21;Monday: 9:00?AM?–?9:00?PM | Tuesday: 9:00?AM?–?9:00?PM | Wednesday: 9:00?AM?–?9:00?PM | Thursday: 9:00?AM?–?9:00?PM | Friday: 9:00?AM?–?9:00?PM | Saturday: Closed | Sunday: Closed;;;
Library Faculty of Pharmacy;bibliotecas;Plaza de Ramón y Cajal, s/n 28040 Madrid, Spain;4044573;-372655;;https://biblioteca.ucm.es/far;913 94 17 81;Monday: 9:00?AM?–?8:45?PM | Tuesday: 9:00?AM?–?8:45?PM | Wednesday: 9:00?AM?–?8:45?PM | Thursday: 9:00?AM?–?8:45?PM | Friday: 9:00?AM?–?8:30?PM | Saturday: Closed | Sunday: Closed;;;
Library Faculty of Dentistry;bibliotecas;,  28040 Madrid, Spain;4044225;-372516;;https://biblioteca.ucm.es/odo;913 94 19 19;Monday: 9:00?AM?–?9:00?PM | Tuesday: 9:00?AM?–?9:00?PM | Wednesday: 9:00?AM?–?9:00?PM | Thursday: 9:00?AM?–?9:00?PM | Friday: 9:00?AM?–?9:00?PM | Saturday: Closed | Sunday: Closed;;;
Hospital Clínico San Carlos. Biblioteca de Ciencias de la Salud;bibliotecas;Calle del Profesor Martín Lagos,  28040 Madrid, Spain;4044134;-372114;;https://www.comunidad.madrid/hospital/clinicosancarlos/profesionales/biblioteca-ciencias-salud;917 04 20 08;Monday: 9:00?AM?–?8:00?PM | Tuesday: 9:00?AM?–?8:00?PM | Wednesday: 9:00?AM?–?8:00?PM | Thursday: 9:00?AM?–?8:00?PM | Friday: 9:00?AM?–?8:00?PM | Saturday: Closed | Sunday: Closed;;;
UCM Library of Geography and History;bibliotecas;Calle del Profesor Aranguren, 5 28040 Madrid, Spain;4044920;-373564;;http://biblioteca.ucm.es/ghi/;913 94 60 72;Monday: 9:00?AM?–?2:30?PM | Tuesday: 9:00?AM?–?2:30?PM | Wednesday: 9:00?AM?–?2:30?PM | Thursday: 9:00?AM?–?2:30?PM | Friday: 9:00?AM?–?2:30?PM | Saturday: Closed | Sunday: Closed;;;
Central Library of the UNED;bibliotecas;Paseo de la Senda del Rey, 5 28040 Madrid, Spain;4043609;-373497;;https://www.uned.es/universidad/biblioteca.html;913 98 66 32;Monday: 9:00?AM?–?7:30?PM | Tuesday: 9:00?AM?–?7:30?PM | Wednesday: 9:00?AM?–?7:30?PM | Thursday: 9:00?AM?–?7:30?PM | Friday: 9:00?AM?–?7:30?PM | Saturday: Closed | Sunday: Closed;;;
Biblioteca de la ETSI de Telecomunicación UPM;bibliotecas;,  28040 Madrid, Spain;4045197;-372586;;https://www.etsit.upm.es/escuela/unidades-administrativas-y-servicios/biblioteca.html;910 67 19 20;Monday: 9:00?AM?–?9:00?PM | Tuesday: 9:00?AM?–?9:00?PM | Wednesday: 9:00?AM?–?9:00?PM | Thursday: 9:00?AM?–?9:00?PM | Friday: 9:00?AM?–?9:00?PM | Saturday: 9:00?AM?–?9:00?PM | Sunday: 9:00?AM?–?9:00?PM;;;
Biblioteca de la ETSI de Caminos, Canales y Puertos UPM - Edificio Moncloa;bibliotecas;Calle del Profesor Aranguren, 3 28040 Madrid, Spain;4044714;-373187;;https://www.upm.es/UPM/Biblioteca/NuestraBiblioteca/BibliotecasCentros/ETSICaminosMoncloa;910 67 40 20;Monday: 8:30?AM?–?9:00?PM | Tuesday: 8:30?AM?–?9:00?PM | Wednesday: 8:30?AM?–?9:00?PM | Thursday: 8:30?AM?–?9:00?PM | Friday: 8:30?AM?–?9:00?PM | Saturday: Closed | Sunday: Closed;;;
Biblioteca de la Facultad de Filología de la UCM;bibliotecas;Plaza Menéndez Pelayo,  28040 Madrid, Spain;4044869;-373118;;https://biblioteca.ucm.es/fll/;913 94 53 58;Monday: 9:00?AM?–?9:00?PM | Tuesday: 9:00?AM?–?9:00?PM | Wednesday: 9:00?AM?–?9:00?PM | Thursday: 9:00?AM?–?9:00?PM | Friday: 9:00?AM?–?9:00?PM | Saturday: Closed | Sunday: Closed;;;
Biblioteca de la Facultad de Derecho (UCM). Sala de Criminología;bibliotecas;Plaza Menéndez Pelayo, 4 28040 Madrid, Spain;4045129;-372990;;https://biblioteca.ucm.es/der/;913 94 56 16;Monday: 9:30?AM?–?5:00?PM | Tuesday: 9:30?AM?–?5:00?PM | Wednesday: 9:30?AM?–?3:00?PM | Thursday: 9:30?AM?–?5:00?PM | Friday: 9:30?AM?–?3:00?PM | Saturday: Closed | Sunday: Closed;;;
Biblioteca Facultad Ciencias de la Información;bibliotecas;Avenida Complutense,  28040 Madrid, Spain;4044599;-372820;;https://biblioteca.ucm.es/inf/;913 94 22 39;Monday: 9:00?AM?–?8:45?PM | Tuesday: 9:00?AM?–?8:45?PM | Wednesday: 9:00?AM?–?8:45?PM | Thursday: 9:00?AM?–?8:45?PM | Friday: 9:00?AM?–?8:45?PM | Saturday: Closed | Sunday: Closed;;;
Biblioteca de la ETSI Agronómica, Alimentaria y de Biosistemas UPM;bibliotecas;Avenida Puerta de Hierro, 2 28040 Madrid, Spain;4044321;-372915;;https://www.etsiaab.upm.es/Centro/ServiciosGenerales/Biblioteca;910 67 07 92;Monday: 9:00?AM?–?8:30?PM | Tuesday: 9:00?AM?–?8:30?PM | Wednesday: 9:00?AM?–?8:30?PM | Thursday: 9:00?AM?–?8:30?PM | Friday: 9:00?AM?–?8:30?PM | Saturday: Closed | Sunday: Closed;;;
Biblioteca de la ETS de Edificación UPM;bibliotecas;Avenida de Juan de Herrera, 6 28040 Madrid, Spain;4043902;-373193;;https://www.edificacion.upm.es/biblioteca;910 67 52 68;Monday: 9:00?AM?–?8:00?PM | Tuesday: 9:00?AM?–?8:00?PM | Wednesday: 9:00?AM?–?8:00?PM | Thursday: 9:00?AM?–?8:00?PM | Friday: 9:00?AM?–?8:00?PM | Saturday: Closed | Sunday: Closed;;;
Biblioteca del INEF UPM;bibliotecas;Calle de Martín Fierro, 7 28040 Madrid, Spain;4043808;-373296;;http://www.upm.es/UPM/Biblioteca/NuestraBiblioteca/BibliotecasCentros/INEF;910 67 78 20;Monday: 9:00?AM?–?8:30?PM | Tuesday: 9:00?AM?–?8:30?PM | Wednesday: 9:00?AM?–?8:30?PM | Thursday: 9:00?AM?–?8:30?PM | Friday: 9:00?AM?–?8:30?PM | Saturday: Closed | Sunday: Closed;;;
Biblioteca de la ETSAM UPM;bibliotecas;Avenida de Juan de Herrera, 4 28040 Madrid, Spain;4043977;-373059;;http://biblioteca.aq.upm.es/;910 67 47 20;Monday: 9:00?AM?–?8:30?PM | Tuesday: 9:00?AM?–?8:30?PM | Wednesday: 9:00?AM?–?8:30?PM | Thursday: 9:00?AM?–?8:30?PM | Friday: 9:00?AM?–?8:30?PM | Saturday: Closed | Sunday: Closed;;;
Biblioteca de la ETSI Navales UPM;bibliotecas;Avenida de la Memoria, 4 28040 Madrid, Spain;4043910;-372413;;http://www.upm.es/UPM/Biblioteca/NuestraBiblioteca/BibliotecasCentros/ETSINavales;910 67 61 20;Monday: 8:30?AM?–?8:30?PM | Tuesday: 8:30?AM?–?8:30?PM | Wednesday: 8:30?AM?–?8:30?PM | Thursday: 8:30?AM?–?8:30?PM | Friday: 8:30?AM?–?8:30?PM | Saturday: Closed | Sunday: Closed;;;
Biblioteca facultad de quimica;bibliotecas;,  28040 Madrid, Spain;4045041;-372403;;;;Monday: 8:30?AM?–?8:15?AM | Tuesday: 8:30?AM?–?8:15?AM | Wednesday: 8:30?AM?–?8:15?AM | Thursday: 8:30?AM?–?8:15?AM | Friday: 8:30?AM?–?8:15?AM | Saturday: Closed | Sunday: Closed;;;
Sala de Lectura Corín Tellado;bibliotecas;Calle de Santa Pola, 22 28008 Madrid, Spain;4043237;-373713;;https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cultura-y-ocio/Direcciones-y-telefonos/Sala-de-estudio-Corin-Tellado-Moncloa-Aravaca-/?vgnextfmt=default&vgnextoid=97903bb468515810VgnVCM1000001d4a900aRCRD&vgnextchannel=76f3efff228fe410VgnVCM2000000c205a0aRCRD;915 48 77 72;Monday: 9:00?AM?–?9:00?PM | Tuesday: 9:00?AM?–?9:00?PM | Wednesday: 9:00?AM?–?9:00?PM | Thursday: 9:00?AM?–?9:00?PM | Friday: 9:00?AM?–?9:00?PM | Saturday: 9:00?AM?–?9:00?PM | Sunday: 9:00?AM?–?9:00?PM;;;
Biblioteca Hemeroteca;bibliotecas;Plaza de Ramón y Cajal, 3 28040 Madrid, Spain;4044230;-372518;;;;;;;
Biblioteca Facultad de Medicina UCM;bibliotecas;Plaza de Ramón y Cajal, s/n 28040 Madrid, Spain;4044405;-372355;;https://biblioteca.ucm.es/med;913 94 12 29;Monday: 9:00?AM?–?9:00?PM | Tuesday: 9:00?AM?–?9:00?PM | Wednesday: 9:00?AM?–?9:00?PM | Thursday: 9:00?AM?–?9:00?PM | Friday: 9:00?AM?–?9:00?PM | Saturday: Closed | Sunday: Closed;;;
Biblioteca de la ETSI Aeronáutica y del Espacio UPM;bibliotecas;Plaza del Cardenal Cisneros, 3 28040 Madrid, Spain;4044090;-372493;;http://www.upm.es/UPM/Biblioteca/NuestraBiblioteca/BibliotecasCentros/ETSIAeronauticaEspacio;910 67 55 20;Monday: 8:30?AM?–?2:30?PM | Tuesday: 8:30?AM?–?2:30?PM | Wednesday: 8:30?AM?–?2:30?PM | Thursday: 8:30?AM?–?2:30?PM | Friday: 8:30?AM?–?2:30?PM | Saturday: Closed | Sunday: Closed;;;
Biblioteca de la ETSI de Montes, Forestal y del Medio Natural UPM;bibliotecas;Calle de José Antonio Novais, 10 28040 Madrid, Spain;4045092;-372043;;https://www.upm.es/UPM/Biblioteca/NuestraBiblioteca/BibliotecasCentros/ETSIMontes;910 67 14 20;Monday: 8:30?AM?–?8:30?PM | Tuesday: 8:30?AM?–?8:30?PM | Wednesday: 8:30?AM?–?8:30?PM | Thursday: 8:30?AM?–?8:30?PM | Friday: 8:30?AM?–?8:30?PM | Saturday: Closed | Sunday: Closed;;;
Servicio de Biblioteca Universitaria de la UPM;bibliotecas;Calle de Ramiro de Maeztu, 7 28040 Madrid, Spain;4044870;-371961;;http://www.upm.es/UPM/Biblioteca;910 67 05 92;Monday: 9:00?AM?–?9:00?PM | Tuesday: 9:00?AM?–?9:00?PM | Wednesday: 9:00?AM?–?9:00?PM | Thursday: 9:00?AM?–?9:00?PM | Friday: 9:00?AM?–?9:00?PM | Saturday: Closed | Sunday: Closed;;;
Biblioteca de la Facultad de Educación;bibliotecas;Calle de Ramiro de Maeztu, 2 28040 Madrid, Spain;4044966;-371778;;;;Monday: 9:00?AM?–?9:00?PM | Tuesday: 9:00?AM?–?9:00?PM | Wednesday: 9:00?AM?–?9:00?PM | Thursday: 9:00?AM?–?9:00?PM | Friday: 9:00?AM?–?9:00?PM | Saturday: Closed | Sunday: Closed;;;
Biblioteca AECID;bibliotecas;,  28040 Madrid, Spain;4043834;-372108;;https://www.aecid.es/biblioteca;915 83 81 75;Monday: 9:00?AM?–?2:30?PM | Tuesday: 9:00?AM?–?2:30?PM | Wednesday: 9:00?AM?–?2:30?PM | Thursday: 9:00?AM?–?2:30?PM | Friday: 9:00?AM?–?2:30?PM | Saturday: Closed | Sunday: Closed;;;
Biblioteca Central, Universidad San Pablo-CEU;bibliotecas;Calle de Julián Romea, 22 28003 Madrid, Spain;4044295;-371795;;http://www.uspceu.com/biblioteca/inicio;915 14 04 24;Monday: 8:00?AM?–?9:00?PM | Tuesday: 8:00?AM?–?9:00?PM | Wednesday: 8:00?AM?–?9:00?PM | Thursday: 8:00?AM?–?9:00?PM | Friday: 8:00?AM?–?9:00?PM | Saturday: 9:00?AM?–?2:00?PM | Sunday: Closed;;;
